taxonomy	UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Kitasatospora setae	5	1	7	7	5	13	150	120	30	16	4	5	8	12	52	47	7	4	8	8	96	63	181	192	5	5	37	23	28	16	7	8	4	4	9	11	5	7	4	2
Kitasatospora sp. MMS16-BH015	5	1	8	8	24	22	489	462	12	7	1	2	2	2	41	44	4	4	3	3	66	64	148	167	0	1	20	21	10	13	1	3	2	2	2	4	0	0	1	3
Kitasatospora albolonga	3	2	2	8	0	3	167	140	5	5	1	2	11	14	23	37	0	1	2	1	39	61	49	68	2	2	21	22	12	8	1	2	0	1	4	6	0	1	0	1
Streptacidiphilus sp. DSM 106435	5	2	10	8	8	6	311	270	13	12	1	0	6	5	51	45	2	3	0	1	77	50	168	187	1	2	17	18	7	13	0	2	1	5	2	3	1	3	2	1
Plantactinospora sp. BB1	74	90	51	61	35	35	90	125	31	27	105	112	49	32	137	141	41	57	26	45	165	195	114	119	39	37	65	82	31	35	22	35	36	47	77	85	16	23	52	69
Plantactinospora sp. BC1	51	51	3	10	5	1	200	180	3	3	8	5	0	5	23	9	1	6	0	2	29	17	50	38	2	1	6	7	4	7	2	2	1	5	4	3	2	3	2	2
Plantactinospora sp. KBS50	1	2	12	7	11	5	367	346	10	15	0	0	15	1	40	51	0	0	0	1	52	67	167	173	0	1	36	15	17	10	0	1	0	0	1	2	0	0	2	1
Micromonospora viridifaciens	4	2	3	7	4	3	32	47	14	6	0	2	18	13	37	30	1	1	0	1	39	37	98	111	1	0	11	13	15	9	1	2	1	2	12	13	0	0	2	0
Micromonospora krabiensis	4	2	2	6	4	3	327	315	9	13	0	0	0	2	29	31	0	0	0	0	43	48	155	146	2	1	24	9	13	20	0	1	3	1	0	1	1	2	0	1
Micromonospora auratinigra	4	9	4	4	5	6	332	300	10	3	1	1	0	7	48	48	0	2	0	1	75	86	132	147	2	0	19	36	34	25	1	0	2	3	7	4	0	1	1	0
Micromonospora aurantiaca	3	1	3	1	0	3	161	176	2	5	0	0	0	1	11	13	0	0	0	0	38	17	38	48	0	1	17	17	6	7	0	0	0	0	0	0	0	0	0	0
Micromonospora siamensis	3	4	3	5	3	3	207	204	8	4	0	1	2	5	28	42	1	0	1	0	57	40	146	143	0	0	25	10	4	6	0	1	2	2	2	0	0	1	0	1
Micromonospora sp. B006	2	1	2	1	0	1	64	69	4	0	0	1	2	2	22	25	0	0	0	0	32	40	95	95	2	0	5	8	11	6	1	1	2	0	2	1	1	0	2	0
Micromonospora sp. WMMA2032	2	7	6	3	2	2	19	29	7	1	0	1	3	7	26	40	0	1	1	2	50	49	141	138	0	1	18	22	19	10	0	0	1	1	2	2	3	0	4	2
Micromonospora tulbaghiae	2	0	1	1	1	0	356	293	4	2	0	0	1	3	31	29	0	1	1	2	44	27	68	55	0	1	17	19	12	13	1	0	3	1	0	2	0	0	1	0
Micromonospora chokoriensis	2	5	1	1	3	0	279	258	7	7	0	1	1	3	14	31	2	1	1	1	36	36	100	112	0	0	26	10	10	8	1	0	2	1	1	2	0	0	0	1
Micromonospora narathiwatensis	2	4	2	4	3	6	324	304	8	20	1	1	4	0	47	67	1	1	1	2	56	68	152	144	0	3	32	40	13	8	1	0	2	0	6	2	0	1	0	1
Micromonospora rifamycinica	2	4	12	5	6	7	180	201	4	9	1	1	3	3	65	52	0	1	1	1	70	61	185	177	1	0	18	16	19	25	1	1	0	2	1	1	1	1	1	1
Micromonospora inositola	2	2	0	3	4	6	125	143	0	2	4	3	3	7	29	27	0	1	2	2	42	41	149	155	2	3	18	17	9	12	0	0	2	1	6	4	0	1	1	2
Micromonospora echinaurantiaca	2	4	5	9	3	1	84	60	8	4	2	2	1	6	40	37	1	2	0	2	58	82	203	176	0	3	33	16	12	15	0	1	1	1	5	1	1	2	2	0
Micromonospora coriariae	1	1	1	1	9	3	249	250	3	4	1	0	5	1	20	14	0	1	1	0	49	26	115	148	0	1	19	10	21	18	1	0	2	0	2	1	0	0	0	1
Micromonospora purpureochromogenes	1	0	0	5	2	0	159	120	3	8	0	1	2	6	28	16	1	2	1	1	40	52	166	136	1	1	33	29	15	8	1	1	3	1	4	3	1	0	0	1
Micromonospora echinofusca	1	0	5	1	6	5	343	255	11	7	1	1	8	2	19	41	2	0	0	1	56	50	179	163	2	1	19	19	32	16	4	0	2	2	0	1	0	1	1	2
Micromonospora zamorensis	1	4	8	5	1	1	239	230	8	4	1	0	4	1	39	27	0	1	2	0	38	35	118	106	0	1	12	17	18	13	0	0	1	1	0	2	1	0	1	0
Micromonospora echinospora	1	1	3	3	5	5	491	491	4	8	1	3	2	0	34	47	0	0	1	3	36	37	171	130	0	3	9	19	98	53	2	2	0	1	4	2	0	2	0	0
Actinoplanes sp. N902-109	9	5	17	20	14	7	326	303	4	9	5	10	5	5	38	43	1	4	0	1	92	80	235	257	4	1	48	27	18	26	4	3	5	5	14	8	2	3	5	5
Actinoplanes friuliensis	5	4	9	11	8	6	449	359	6	12	4	1	3	4	62	94	0	0	4	3	103	67	333	311	1	2	54	45	29	28	0	0	1	3	1	2	0	1	2	1
Actinoplanes teichomyceticus	4	10	8	11	36	29	622	533	3	8	1	0	7	3	50	31	0	0	3	1	64	65	188	185	1	2	43	24	10	15	0	2	2	1	2	2	0	2	1	1
Actinoplanes missouriensis	3	5	29	29	19	17	209	164	10	6	0	0	7	8	64	53	0	3	0	1	61	89	224	204	1	1	26	24	17	28	0	3	3	2	2	5	0	1	0	0
Actinoplanes sp. OR16	3	2	8	2	11	5	240	205	5	6	1	1	1	6	37	32	2	1	1	0	58	59	190	149	1	0	30	26	14	22	2	1	0	0	1	2	1	0	1	1
Actinoplanes derwentensis	1	6	6	11	9	8	802	687	7	9	0	0	3	5	59	66	0	0	1	2	95	90	185	191	0	3	51	28	14	24	1	0	4	3	2	0	0	0	1	0
Salinispora arenicola	4	5	10	5	0	0	179	183	5	6	0	0	2	3	24	25	0	0	0	0	28	40	67	77	0	0	9	5	12	4	1	0	0	2	1	0	0	1	2	2
Salinispora tropica	1	6	2	4	1	2	207	194	1	6	1	2	6	1	12	8	0	1	0	1	16	9	46	47	0	1	10	6	12	13	1	1	1	0	1	2	1	0	1	0
Amycolatopsis albispora	8	6	15	4	10	3	382	361	11	6	1	1	14	11	76	91	1	2	6	2	81	108	248	221	2	1	40	41	21	25	3	3	11	4	13	7	1	2	0	7
Amycolatopsis keratiniphila	4	2	8	6	48	56	273	241	14	20	1	2	4	5	45	37	3	1	0	0	49	65	114	110	1	1	11	20	13	13	1	2	1	1	3	3	2	3	1	1
Amycolatopsis sp. BJA-103	3	2	8	4	5	7	359	349	6	9	0	0	13	13	44	35	1	1	0	0	81	61	129	112	0	1	29	20	31	17	0	0	2	0	2	1	0	0	0	0
Amycolatopsis methanolica	2	3	5	8	5	15	439	432	14	12	1	0	0	0	46	55	1	0	1	1	68	75	255	286	0	0	23	26	19	25	1	0	2	2	1	1	1	0	0	1
Amycolatopsis mediterranei	2	6	4	13	17	11	384	369	11	16	2	0	5	0	74	83	2	0	3	4	72	101	275	282	4	1	36	36	32	20	5	4	1	3	5	5	1	2	2	3
Amycolatopsis sp. AA4	1	9	12	8	8	17	89	74	7	7	0	0	6	7	57	54	0	1	0	0	84	61	224	198	3	0	23	40	27	33	0	0	2	2	2	2	0	0	0	0
Actinoalloteichus sp. AHMU CJ021	6	7	12	2	6	17	552	517	12	7	1	1	3	2	75	59	2	1	10	0	81	93	168	159	0	1	61	51	19	23	1	1	2	1	6	5	2	0	1	1
Actinoalloteichus hoggarensis	5	1	5	4	5	5	134	121	5	4	2	0	3	0	51	20	2	1	4	1	39	32	101	123	3	0	24	19	13	5	2	0	1	1	2	1	0	3	0	0
Actinoalloteichus hymeniacidonis	2	0	2	0	0	3	111	106	5	9	0	0	1	2	18	24	1	0	0	0	84	45	89	124	0	1	16	10	11	9	1	1	0	1	2	2	1	1	0	1
Pseudonocardia sp. HH130630-07	4	3	9	11	3	7	165	153	10	7	0	0	5	8	43	58	2	0	2	2	71	68	334	273	3	2	20	18	44	8	1	1	3	3	19	10	1	1	0	2
Pseudonocardia dioxanivorans	3	1	13	7	5	12	257	253	11	6	0	0	3	7	55	66	3	1	0	2	100	106	437	477	1	0	36	54	21	26	1	0	1	2	3	1	2	2	0	1
Pseudonocardia sp. AL041005-10	2	3	4	11	2	6	193	166	9	2	0	1	2	5	76	50	2	1	0	0	192	174	401	352	2	3	107	76	47	27	0	0	0	1	1	4	0	1	2	2
Pseudonocardia autotrophica	1	3	7	6	7	6	321	277	2	1	1	0	3	3	87	65	0	2	0	2	105	94	402	359	0	0	41	33	36	31	1	0	1	0	2	4	0	1	2	0
Prauserella marina	8	2	4	3	0	2	297	296	11	2	0	1	2	2	23	27	0	0	1	0	54	30	112	125	1	1	20	27	8	10	0	0	0	0	1	5	0	1	0	1
Saccharothrix espanaensis	7	5	3	9	9	7	558	478	14	9	0	1	2	7	124	121	2	1	3	5	76	89	243	225	2	4	39	40	30	21	1	0	4	3	3	3	3	2	0	1
Saccharomonospora marina	3	0	5	10	7	15	332	313	4	3	0	0	11	15	42	32	0	1	0	0	48	63	108	124	0	0	13	8	18	9	0	1	0	0	3	1	0	0	1	1
Saccharomonospora cyanea	2	1	3	4	7	3	490	468	5	5	0	0	5	5	21	26	0	0	0	1	32	26	65	121	0	3	7	12	9	5	1	0	0	0	1	1	0	0	0	1
Saccharomonospora viridis	1	1	10	7	3	4	312	288	9	9	0	0	0	1	24	34	0	0	0	0	29	19	62	55	0	1	7	11	7	7	1	0	2	0	1	0	0	0	0	0
Lentzea guizhouensis	6	4	2	1	7	20	465	421	30	11	1	3	1	4	78	54	0	0	4	3	73	65	216	234	0	0	27	32	18	32	2	1	3	2	3	0	1	0	0	1
Saccharopolyspora erythraea	5	1	5	13	33	32	561	492	12	14	0	2	5	5	51	59	2	1	3	0	90	66	226	219	0	0	25	30	83	86	1	1	1	0	4	1	1	0	1	1
Kibdelosporangium phytohabitans	5	1	5	9	21	23	351	382	4	5	1	0	3	1	66	54	2	0	1	0	81	70	202	189	1	1	45	28	24	37	1	1	2	0	0	2	1	0	1	0
Allokutzneria albata	4	6	9	18	12	12	80	79	2	3	0	3	3	3	51	39	1	0	1	3	98	103	240	214	1	0	22	29	23	24	2	1	1	0	2	1	0	0	0	3
Alloactinosynnema sp. L-07	2	0	11	6	14	15	342	327	16	16	0	1	2	1	38	52	1	0	0	1	73	75	236	185	5	1	31	31	23	34	0	3	3	3	2	1	0	0	0	1
Kutzneria albida	1	8	11	9	17	7	307	261	16	14	0	2	2	4	96	73	0	1	0	0	91	100	209	191	0	0	43	41	27	14	0	0	1	2	2	7	0	0	1	2
Bifidobacterium dentium	34	23	1052	1036	22	21	190	224	75	125	0	2	2	14	25	11	0	0	0	0	17	20	12	14	0	0	14	11	3	11	0	0	0	0	0	1	0	0	1	0
Bifidobacterium breve	5	2	6	2	48	50	487	464	13	10	0	0	40	17	4	10	1	0	0	0	25	8	19	16	0	0	12	9	2	3	0	0	0	0	0	1	0	0	0	0
Bifidobacterium longum	4	1	18	15	189	184	687	577	11	18	0	0	17	10	29	24	1	0	1	2	22	29	28	26	1	0	13	12	2	12	0	1	1	0	0	0	0	0	0	0
Bifidobacterium pseudolongum	3	2	8	12	13	12	334	286	8	13	1	1	14	12	16	8	1	0	0	0	32	31	27	23	0	3	2	7	5	6	0	0	1	0	1	0	1	1	0	0
Bifidobacterium pseudocatenulatum	3	2	12	14	11	17	187	160	15	10	0	0	9	12	14	9	0	0	0	0	16	14	7	4	0	0	2	0	0	2	2	0	0	0	0	1	0	0	0	0
Bifidobacterium asteroides	2	2	5	1	21	10	258	224	5	4	0	0	12	13	1	6	0	0	0	0	9	10	5	7	0	1	7	3	1	4	1	0	0	0	1	1	0	0	0	0
Bifidobacterium thermophilum	2	1	24	21	14	7	191	212	5	8	1	0	27	25	7	4	0	0	0	0	6	26	23	22	0	0	7	3	9	4	0	0	0	0	1	3	0	0	0	1
Bifidobacterium animalis	1	1	8	12	18	6	360	308	4	13	0	0	4	16	12	20	0	1	0	0	19	15	18	27	0	0	6	8	4	6	0	0	1	0	0	1	0	0	0	0
Gardnerella vaginalis	9	9	82	64	125	135	671	582	7	3	2	0	103	97	134	121	1	6	1	0	112	142	86	77	2	0	47	48	20	23	3	2	2	2	8	10	1	0	0	1
Parascardovia denticolens	3	1	26	24	24	21	649	652	6	8	6	2	46	38	4	0	0	0	0	0	3	7	2	4	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0
Scardovia inopinata	2	0	23	37	9	11	143	139	23	11	2	0	3	2	0	2	1	0	0	1	0	1	5	5	0	0	0	4	0	0	0	1	2	0	0	0	0	0	1	0
Thermomonospora curvata	18	21	491	474	197	231	784	743	29	29	7	13	173	197	146	148	141	97	292	288	1029	1022	324	373	257	195	515	502	277	285	193	219	331	288	426	395	261	240	346	272
Actinomadura amylolytica	4	3	6	3	9	11	361	330	16	8	1	0	8	2	45	39	0	1	0	0	61	81	225	246	1	1	12	10	21	18	0	1	0	4	4	3	1	3	0	2
Nocardiopsis dassonvillei	6	6	9	15	42	26	473	475	13	6	3	0	5	7	85	71	3	1	1	3	262	194	221	194	3	3	37	36	61	74	0	7	2	4	8	10	2	3	2	1
Nocardiopsis alba	3	4	17	5	52	42	236	209	4	4	0	0	2	1	34	52	0	1	0	0	62	50	116	114	0	0	30	20	31	32	0	3	1	2	1	1	2	1	2	1
Nocardiopsis gilva	1	3	2	2	5	1	328	331	8	12	1	1	1	0	23	20	1	0	0	2	59	35	118	147	0	0	10	21	12	14	2	0	4	0	3	2	0	1	0	0
Thermobifida fusca	4	2	5	2	1	0	234	246	1	9	0	0	5	3	10	13	0	0	0	1	38	30	75	55	0	0	11	6	7	8	0	0	1	1	0	3	0	0	0	0
Streptomonospora sp. M2	4	4	14	11	35	37	358	360	5	12	3	2	8	4	41	39	4	0	2	2	85	67	141	184	1	1	23	15	18	19	1	0	3	0	3	1	1	0	0	2
Streptosporangium roseum	6	3	13	5	7	2	348	358	23	11	3	1	3	11	38	63	0	1	0	0	93	95	252	237	2	0	21	36	24	26	0	2	3	6	5	3	2	2	1	1
Streptosporangium sp. 'caverna'	1	4	7	6	8	5	231	255	3	10	2	0	7	10	54	46	1	0	2	0	73	61	184	189	0	2	31	24	22	10	0	0	0	2	0	2	2	0	1	1
Nonomuraea sp. ATCC 55076	4	5	7	11	18	11	548	520	18	25	4	3	12	20	71	91	2	1	2	1	226	254	354	292	3	1	43	30	52	25	0	4	3	1	8	3	2	1	3	1
Frankia alni	6	1	13	7	7	6	191	193	7	1	2	1	4	0	42	46	1	1	1	1	60	72	205	184	1	1	21	19	5	14	0	1	4	3	2	3	1	1	0	0
Frankia sp. EAN1pec	6	2	9	10	23	25	112	84	16	8	2	3	3	5	41	72	2	0	1	2	57	66	269	248	0	0	23	18	16	20	0	1	1	1	1	3	1	0	0	2
Frankia inefficax	3	2	3	8	6	11	158	125	7	6	1	1	17	17	62	45	0	1	2	1	92	82	304	216	0	0	26	39	18	26	0	0	3	2	47	44	0	0	0	0
Frankia sp. QA3	3	3	5	5	3	0	188	165	2	7	1	1	14	11	44	31	1	2	0	2	42	31	135	147	0	0	17	21	7	13	1	0	2	1	1	1	1	0	2	2
Frankia casuarinae	2	4	1	5	19	33	121	95	1	1	0	1	5	16	30	43	0	1	0	1	54	41	109	104	0	3	15	17	7	15	1	1	0	2	0	7	0	2	0	0
Frankia symbiont of Datisca glomerata	2	3	3	15	10	16	63	77	4	15	2	1	0	5	19	16	4	1	2	2	34	43	155	126	0	0	17	18	15	7	1	0	1	2	0	2	0	1	1	4
Jatrophihabitans sp. GAS493	5	0	11	3	8	2	172	151	0	4	0	0	2	5	17	29	1	0	0	0	32	30	59	81	0	1	9	11	7	14	0	2	0	3	1	1	0	0	1	1
Frankineae bacterium MT45	2	2	142	164	14	5	308	313	4	3	0	0	1	9	41	29	1	1	0	0	24	55	98	76	0	0	25	11	4	7	6	2	2	2	1	1	0	0	3	1
Blastococcus saxobsidens	9	5	5	5	2	12	391	369	9	5	1	0	3	2	92	93	2	1	0	0	131	167	1117	1171	0	0	56	83	38	38	0	0	8	6	1	2	1	0	0	1
Geodermatophilus obscurus	6	5	4	3	10	1	330	307	8	8	0	0	6	7	179	186	3	1	0	12	341	401	1295	1230	1	0	70	61	27	11	0	1	10	8	3	4	1	0	0	1
Modestobacter marinus	4	4	12	15	7	8	98	134	17	19	1	2	2	1	101	103	3	3	3	5	195	184	2211	2259	7	7	47	66	38	20	2	1	20	13	3	3	3	2	5	0
Jiangella sp. DSM 45060	6	3	11	12	6	1	455	402	5	9	1	0	6	6	39	46	0	0	0	1	90	70	291	282	0	3	23	30	11	14	1	1	10	5	1	1	1	0	2	1
Jiangella alkaliphila	5	1	10	7	3	2	283	220	24	28	1	0	3	1	61	55	2	4	2	2	104	117	285	263	5	3	34	36	10	19	2	0	0	4	14	6	1	1	0	2
Kineococcus radiotolerans	8	7	7	10	4	4	625	579	8	11	3	1	4	1	50	43	3	1	0	0	55	36	379	408	1	1	28	18	14	8	0	1	5	3	2	2	0	0	1	2
Candidatus Planktophila dulcis	6	0	0	7	14	12	384	366	2	5	2	0	45	10	8	6	0	0	0	0	15	16	7	3	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0
Candidatus Planktophila sulfonica	1	0	2	0	11	20	11	20	0	0	0	0	0	1	3	17	0	0	0	1	8	7	3	3	0	0	4	2	3	3	0	0	1	0	0	0	0	0	0	0
Nakamurella multipartita	4	5	9	2	7	6	116	101	10	8	0	0	3	1	46	50	0	0	1	1	75	90	249	217	0	0	21	31	9	30	0	3	2	3	4	7	0	0	1	0
Nakamurella panacisegetis	1	0	3	3	3	9	121	98	20	15	0	0	2	1	5	17	1	1	0	1	25	24	116	76	0	0	5	9	8	4	0	0	0	1	0	3	1	0	0	0
Actinobacteria bacterium IMCC26256	3	1	3	3	1	3	60	34	1	3	0	0	5	5	9	19	0	0	1	1	21	31	14	16	0	0	7	14	0	0	0	1	0	0	0	0	0	0	0	0
Actinobacteria bacterium YIM 96077	1	2	2	1	5	6	159	112	3	2	0	0	12	16	18	42	0	0	1	0	40	60	105	60	0	0	14	6	11	3	1	0	0	0	0	0	0	0	0	0
Catenulispora acidiphila	3	3	13	4	13	11	198	185	14	10	1	0	9	17	69	56	0	0	1	2	85	81	227	205	0	2	50	33	25	19	2	1	0	1	3	3	0	0	6	1
Acidothermus cellulolyticus	3	0	2	5	5	4	282	246	4	4	0	1	5	13	113	157	0	0	0	0	174	178	202	204	0	0	111	87	57	57	0	2	8	0	0	0	0	0	1	0
Stackebrandtia nassauensis	2	2	7	16	40	25	389	383	12	9	0	0	1	2	38	59	0	0	0	4	46	70	137	124	1	0	22	13	14	13	1	1	0	1	2	0	0	0	0	2
Atopobium parvulum	84	86	3333	3336	9661	9228	893709	850583	163	158	0	0	8440	8204	21	10	0	1	0	0	15	22	17	20	0	0	15	17	14	13	0	0	0	1	471	438	0	0	0	0
Libanicoccus massiliensis	20	27	142	117	267	292	810	797	49	34	17	15	170	193	101	70	7	8	33	21	147	125	15	7	29	25	93	73	50	37	0	1	30	17	28	16	18	15	32	29
Olsenella sp. Marseille-P2300	3	1	127	112	396	329	1935	1938	11	21	1	0	288	265	10	7	0	0	1	0	16	10	36	18	1	0	2	8	3	1	0	1	0	0	1	2	0	1	0	0
Olsenella uli	2	0	8460	8019	1271	1241	7951	7789	23	24	0	0	38288	35989	19	21	0	0	1	0	23	25	21	22	0	0	11	11	3	5	0	0	0	0	6	3	0	0	0	0
Olsenella sp. oral taxon 807	2	0	967	879	707	663	1521	1465	217	179	2	0	647	663	17	19	0	0	0	0	41	25	52	37	0	0	6	10	9	7	1	0	0	2	1	2	0	0	0	1
Olsenella sp. GAM18	1	0	129	138	586	464	2919	2750	19	16	0	0	367	321	5	6	0	0	0	0	15	16	30	6	0	0	6	8	4	8	0	0	1	0	1	0	1	0	0	0
Coriobacteriaceae bacterium 68-1-3	1	1	344	343	97	89	180	166	3	2	0	0	56	63	13	11	0	0	0	0	13	13	18	6	0	0	20	17	3	7	0	1	0	0	0	0	0	0	0	0
Collinsella aerofaciens	1	0	110	118	436	434	2823	2722	25	24	0	0	361	312	21	14	0	0	0	2	41	24	25	13	1	0	10	12	3	17	0	3	0	0	1	3	0	0	0	0
Gordonibacter massiliensis	21	25	210	178	108	73	366	350	39	30	20	13	14	24	32	25	5	7	12	30	90	74	61	69	16	16	67	43	19	27	14	9	12	18	28	17	15	19	16	25
Cryptobacterium curtum	4	0	2079	1954	103	86	247	208	9	5	0	0	100	82	1	0	0	0	0	0	1	6	7	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Adlercreutzia equolifaciens	4	1	240	228	52	77	94	114	4	6	0	0	36	34	5	21	0	0	1	0	25	14	25	14	0	0	6	14	6	6	0	0	1	1	0	0	0	0	0	0
Slackia heliotrinireducens	1	3	762	726	156	144	613	583	4	10	1	2	157	123	13	11	0	0	1	0	14	8	13	12	0	0	8	6	9	4	0	0	0	0	0	0	0	0	0	0
Eggerthella lenta	1	0	327	276	110	106	388	352	7	9	0	0	79	63	22	14	0	0	1	3	22	18	11	19	0	1	5	10	0	9	1	0	0	0	0	0	0	0	0	0
Euzebya sp. DY32-46	7	7	6	15	9	8	43	27	2	0	6	3	21	9	40	39	4	6	4	9	70	80	155	106	4	2	26	20	21	27	4	5	7	3	12	8	0	5	4	3
Egibacter rhizosphaerae	4	1	3	3	3	4	135	118	8	6	1	2	4	12	31	28	1	1	1	0	70	44	98	106	1	0	27	22	24	13	0	0	1	1	0	2	1	1	0	1
Egicoccus halophilus	2	2	5	9	2	3	78	74	6	1	0	0	2	3	46	44	2	0	0	0	52	83	115	114	0	1	39	18	19	8	1	0	2	0	2	2	1	1	1	1
Rubrobacter xylanophilus	3	1	4	4	9	17	119	99	1	6	0	0	4	2	102	103	1	2	0	0	156	100	229	196	1	1	47	45	30	19	0	0	1	4	3	0	0	1	0	0
Rubrobacter radiotolerans	1	0	2	3	1	1	18	17	2	2	0	1	1	2	30	31	0	0	0	0	33	57	107	106	0	1	23	17	22	6	2	0	1	1	0	2	0	0	0	1
Conexibacter woesei	2	2	11	6	8	6	194	163	3	5	0	1	7	5	120	80	0	1	0	0	98	89	340	310	0	2	31	33	25	30	0	2	2	0	5	4	0	1	1	0
Acidimicrobium ferrooxidans	1	1	10	10	21	14	47	47	2	4	1	0	8	5	12	23	0	0	0	0	11	18	20	24	0	0	5	5	2	4	0	1	0	0	2	0	0	0	1	1
Mycoplasma salivarium	17841	17777	592043	594763	567	603	101223	98377	433	450	7	0	4317	4258	49	21	286	295	6	7	63	71	58	59	10	21	51	31	31	24	3	2	4	7	3087	3130	7	7	2665	2453
Mycoplasma orale	2372	2434	34	39	0	1	66	87	0	2	0	2	3	3	0	0	2	2	3	3	1	4	0	0	1	1	0	1	0	0	0	4	3	4	1	2	1	0	3	4
Mycoplasma arthritidis	25	13	244	268	1	0	52	68	2	2	0	2	4	1	0	0	1	0	0	1	1	0	2	1	0	0	0	0	0	2	2	0	1	1	2	2	1	0	0	2
Mycoplasma hyosynoviae	15	6	329	260	0	4	81	59	2	2	1	0	7	0	36	22	0	1	2	1	66	62	52	35	3	0	16	23	9	3	2	0	3	3	3	2	3	0	5	2
Mycoplasma mycoides	10	8	15	15	8	16	64	64	6	9	2	5	15	11	43	33	2	4	4	2	70	77	50	42	3	5	24	16	6	11	3	7	4	3	7	9	4	7	3	3
Mycoplasma capricolum	4	3	19	28	3	1	77	80	2	2	2	0	0	3	0	0	2	2	3	1	0	0	0	1	1	2	0	1	0	0	0	2	1	3	6	6	1	0	2	3
Mycoplasma gallisepticum	9	4	36	35	5	4	51	49	18	14	7	8	9	13	0	1	11	7	7	16	4	3	0	3	4	7	0	0	0	0	11	9	5	1	4	4	0	2	8	2
Mycoplasma hominis	8	8	35	35	2	2	35	39	7	6	1	7	9	9	20	23	1	0	4	2	40	42	18	38	0	1	19	20	4	13	0	2	2	8	0	12	0	1	4	5
Mycoplasma bovigenitalium	7	6	6	9	29	33	24	27	3	2	1	4	4	3	1	7	3	2	3	4	11	4	14	7	2	4	3	9	1	7	2	2	2	4	3	5	1	0	1	4
Mycoplasma sp. 237IA	7	5	83	88	1	2	21	41	2	2	2	0	2	0	0	0	0	1	5	1	0	1	0	1	2	4	0	0	0	0	1	0	2	1	3	5	0	1	1	0
Mycoplasma anseris	6	5	281	283	1	0	24	34	0	5	4	1	3	3	20	9	1	0	3	3	17	10	17	3	2	0	3	4	3	8	0	1	1	1	3	4	1	0	3	6
Mycoplasma cynos	6	2	1	4	28	23	3	6	3	5	1	3	5	1	0	3	0	4	1	2	7	0	1	0	2	4	0	2	1	0	0	3	2	6	0	4	0	0	3	4
Mycoplasma meleagridis	6	10	2	2	2	5	12	17	0	4	2	2	0	0	3	3	1	1	1	2	9	4	6	2	0	1	3	1	0	3	0	1	0	2	1	2	0	0	0	2
Mycoplasma crocodyli	5	3	2	7	27	29	10	10	4	6	2	1	4	3	0	0	0	5	1	5	4	3	2	2	5	0	0	1	0	0	2	3	2	1	6	5	1	2	1	3
Mycoplasma pullorum	4	3	0	2	10	2	43	48	1	2	3	4	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	2	3	1	4	3	2	0	0	3
Mycoplasma alkalescens	4	8	77	110	1	0	36	27	0	1	1	1	2	3	12	11	1	0	1	1	26	12	11	12	2	0	9	6	6	6	1	2	2	1	1	3	0	0	0	0
Mycoplasma canadense	4	2	78	99	1	2	82	80	2	0	1	2	3	2	0	0	0	1	0	1	2	0	0	1	1	0	0	0	0	0	0	3	2	1	4	0	1	1	0	1
Mycoplasma ovipneumoniae	4	3	3	2	2	0	67	62	3	3	3	0	2	3	0	0	1	0	0	2	0	0	4	1	1	0	0	0	0	0	1	1	1	0	3	1	0	3	0	4
Mycoplasma neurolyticum	4	3	5	4	6	0	22	17	0	1	3	3	2	6	38	33	0	3	1	4	76	72	53	45	2	1	41	49	16	35	2	3	0	3	3	7	1	1	3	0
Mycoplasma mobile	4	5	112	105	0	3	21	34	2	2	2	4	11	7	5	6	1	1	2	2	10	9	7	10	0	1	0	4	0	1	2	0	1	4	2	6	0	0	1	0
Mycoplasma hyopneumoniae	4	6	6	5	5	7	18	21	1	1	2	1	1	3	2	0	2	2	0	0	2	5	1	1	3	1	0	2	0	2	0	0	1	4	5	3	0	0	0	0
